frame,Unnamed: 0,objIndex,x,y,pnX,pnY,frame,particle,mass
430,1803,1803.0,310.89608801955984,435.8887530562347,,,430,1,818.0
431,1807,1807.0,314.93023255813955,437.782129742962,,,431,1,817.0
432,1811,1811.0,319.07965686274514,439.70955882352933,,,432,1,816.0
433,1815,1815.0,323.1550671550672,441.64835164835165,,,433,1,819.0
434,1819,1819.0,326.86134969325155,443.5938650306749,,,434,1,815.0
435,1824,1824.0,330.41831683168317,445.6534653465346,,,435,1,808.0
436,1828,1828.0,334.36868064118374,447.6584463625154,,,436,1,811.0
437,1832,1832.0,337.79534313725486,449.6323529411765,,,437,1,816.0
438,1836,1836.0,341.7078239608802,451.70293398533005,,,438,1,818.0
439,1840,1840.0,345.48883374689825,453.8697270471464,,,439,1,806.0
440,1844,1844.0,349.35935563816605,456.5154894671624,,,440,1,807.0
441,1848,1848.0,353.28960396039605,458.7549504950495,,,441,1,808.0
442,1852,1852.0,356.80193236714973,461.1570048309178,,,442,1,828.0
443,1856,1856.0,360.459826946848,463.619283065513,,,443,1,809.0
444,1860,1860.0,364.33046683046683,466.1928746928747,,,444,1,814.0
445,1864,1864.0,367.9742014742015,468.6855036855037,,,445,1,814.0
446,1868,1868.0,371.55940594059405,471.42574257425736,,,446,1,808.0
447,1873,1873.0,375.2117061021169,473.6986301369863,,,447,1,803.0
448,1877,1877.0,378.45454545454544,476.4072229140722,,,448,1,803.0
449,1881,1881.0,382.3972939729397,479.2103321033209,,,449,1,813.0
450,1886,1886.0,385.5610972568578,481.6359102244389,,,450,1,802.0
451,1890,1890.0,388.9632352941177,484.4178921568628,,,451,1,816.0
452,1894,1894.0,392.3684863523573,486.8114143920595,,,452,1,806.0
453,1898,1898.0,395.34798994974886,489.53140703517585,,,453,1,796.0
454,1903,1903.0,398.5329113924051,492.2,,,454,1,790.0
455,1908,1908.0,401.6849315068493,494.9140722291408,,,455,1,803.0
456,1912,1912.0,405.4243964421855,498.292249047014,,,456,1,787.0
457,1916,1916.0,408.64050632911386,501.24936708860764,,,457,1,790.0
458,1920,1920.0,411.4819427148194,503.68244084682436,,,458,1,803.0
459,1924,1924.0,414.4905897114178,506.7641154328732,,,459,1,797.0
460,1928,1928.0,417.8510638297872,509.91113892365456,,,460,1,799.0
461,1933,1933.0,420.50881612090683,512.8110831234256,,,461,1,794.0
462,1937,1937.0,423.4030037546934,515.5782227784731,,,462,1,799.0
463,1941,1941.0,426.4090909090909,518.7146464646464,,,463,1,792.0
464,1946,1946.0,429.2888040712468,521.3664122137404,,,464,1,786.0
465,1950,1950.0,431.75944584382864,524.3539042821159,,,465,1,794.0
466,1955,1955.0,434.67888748419716,527.3868520859671,,,466,1,791.0
467,1959,1959.0,437.36050955414015,530.2980891719745,,,467,1,785.0
468,1964,1964.0,440.2842509603073,533.4455825864277,,,468,1,781.0
469,1968,1968.0,442.7253164556962,536.3721518987342,,,469,1,790.0
470,1972,1972.0,445.4351732991014,539.4467265725289,,,470,1,779.0
471,1976,1976.0,448.2095115681234,542.3817480719795,,,471,1,778.0
472,1980,1980.0,450.82270408163276,545.5025510204082,,,472,1,784.0
473,1984,1984.0,453.22522522522524,548.4826254826255,,,473,1,777.0
474,1988,1988.0,455.46562905317774,551.9740596627756,,,474,1,771.0
475,1992,1992.0,457.78873239436615,554.9129321382843,,,475,1,781.0
476,1996,1996.0,460.1552393272963,558.2639068564037,,,476,1,773.0
477,2000,2000.0,462.27296248382925,561.366106080207,,,477,1,773.0
478,2004,2004.0,464.3385012919896,564.4392764857881,,,478,1,774.0
479,2008,2008.0,466.46614583333326,567.9505208333334,,,479,1,768.0
480,2012,2012.0,468.5,571.00390625,,,480,1,768.0
481,2016,2016.0,470.41590612777054,573.9843546284225,,,481,1,767.0
482,2021,2021.0,472.5274151436032,577.0718015665798,,,482,1,766.0
483,2025,2025.0,474.4600262123198,580.5006553079947,,,483,1,763.0
484,2030,2030.0,476.2915032679738,583.9424836601307,,,484,1,765.0
485,2034,2034.0,478.2529644268775,587.1581027667984,,,485,1,759.0
486,2039,2039.0,479.9240837696335,590.7107329842931,,,486,1,764.0
487,2043,2043.0,481.59736842105264,594.0526315789474,,,487,1,760.0
488,2047,2047.0,483.37598944591036,597.2348284960423,,,488,1,758.0
489,2051,2051.0,485.11345646438,601.0725593667546,,,489,1,758.0
